text,label
These are surprisingly good; they could use a bit more filling in ratio to the crust though.,i
They are not as sweet as a pop tart but our resident threeyearold loves them so they are kidtested and approved.,e
My grandson loves these.,i
He is a senior in high school and was diagnosed when he was 15.,e
It is very hard on teenagers when they have to change their diet so much.,i
These look like pop tarts and he can travel with these on school functions.,e
Sometimes he adds some squeeze on icing to add a little change.,i
He did mention he wished they had more strawberry filling in them.,i
All in all we order these often.,e
basically a pop tart but not as overloaded with sugar and crap.,i
wish these were a little cheaper though.,e
tastes very good.,i
They taste pretty good and have a pretty similar texture to normal pop tarts.,i
That being said adding some sort of frosting on the top would make them 10x better as they are just a bit plain for my liking.,i
There is not too many wonderful things to be said about gluten free food but these actually taste almost like real pop tarts.,i
I wolud buy them again and recommend it to friends.,e
i like pringles very much its good to have around as a anytime snack you get a 3 count can and its a good deal,e
If you want original pringles that is what this is.,e
If you want a salty snack food be aware that the original pringles has a distinctive taste.,i
Hubby and I cannot decide if this flavor or the Chipotle are our favorite and the taste trials continue.,i
They are thinner than a standard cheezit and have a powerful flavor.,i
Cheezy and spicy but not too much so.,i
I would say this one may have a more subtle flavor and you can taste a bit more of the corn in these but both flavors are really gooddefinitely cheesy with a little zing to them.,i
I think they have a winner with this new line.,e
We are loving them  Plan to continue buying them as they are delicious straight out of the box,e
The zip in these Zingz has me hooked.,e
The flavor and light but crunchy texture are both to my liking.,i
It's rather like the cheezit I remember from my younger years is now all grown up.,e
I haven't ever been too crazy about alternative cheezit flavors but this one is really good.,i
I thought the spice would make a smaller amount seem more satisfying but they are so good it's kind of tough to stop at just a couple.,i
Definitely recommend,e
All kinds of flavors are hitting the snack market these days.,i
Kettle Chips in particular made waves a few years ago with oldfashioned supposedly morenaturallymade potato chips and now coats those chips with every bizarre combination of flavors maple syrup and bacon?,i
Really under the sun.These new Cheezits taste really neat but I get why they had to pick a funny name to describe them.,i
Queso Fundido literally means melted cheese in Spanish but the phrase is traditionally used to refer to a traditional dish: chorizo and spices in the middle of an oily puddle of melted white cheese.,i
There's no mention of chorizo anywhere on this package of course,e
But fear not: these 'zings' aren't spicy hot just a bolder flavor than your average Cheezit.,i
I can taste the pepper flavor the parsley and the cumin of course 'artificial flavor' is also listed on the ingredients list and probably makes up most of what you're tasting.I liked these crackers for a quick latenight snack and so did my girlfriend a notorious snacker.,i
They disappeared quickly,e
These are seriously addicting.,i
I didn't think there was anything better than regular cheezits but these Zingz definitely beat them out.,i
The flavor is so tasty and I am obsessed with the texture of these.,i
I can easily demolish an entire box in one sitting.,e
These crackers have an amazing flavor Chessy and a bit of tomato too.,i
Though the box shows a picture of a pepper they are not spicy at all.,e
They are kind of thick like cheezit crackers and very tender too.,i
Serving size is 18 crackers and that's about  a cup but good luck stopping here these crackers are highly addictive Great snack and satisfying.Like with any other food item I encourage you to read all ingredients and nutrition list before purchasing.,i
we are looking for them at the store already.,e
I loved cheezit crackers especially as a kid and these new zingz rock the house.... Thinner than a cheezit and bigger with a cheesy taste and a zing of chipotle pepper but not too much zing mind you.,i
These were perfect snacking out of the box but would be great with soup with a topping cheese anyone?,e
or in any capacity where you just need a flavorful cracker.,i
Frankly once these are open it is hard to do anything but just eat them.,i
Definitely would purchase these,e
CheezIt has stepped up their taste with a great punch These have just enough kick.,i
The Chiptole flavor is amazing I highly recommend these.,i
If you love regular cheezits you will love these,e
CheezIts are one of the most delicious snack crackers out there.,e
But they should have quit while they were ahead.,e
The new Zingz line are designed to be even BOLDER in flavor.,i
Which I suppose they are too bad the flavor isn't good.,i
Its a blast of salt and not exactly a blast of flavor.,i
They are coated in some sort of salty spicy chipotle like powder that leaves your hands a mess although no worse than regular cheezits except you don't want to lick it off.,i
I admire the tenacity of a company whose goal is apparently to take up an entire grocery aisle with their products.,e
But this one is a loser.,e
if you already enjoy cheezit crackers you will no doubt enjoy this as well especially if you like a spicy kick to your food or snacks.highly recommended.,i
Ok i'm a certified cheezit nut.,e
My dad is too.,e
I have to put them away or pour them into a small bowl to keep myself from eating the whole box.,e
Then comes Zingz and i love them too.,e
This chipotle flavor is spicy but not too hot for people who don't like the heat.,i
They go great with lunch.,e
I'd say closest flavor is like taco spices.,i
Yummy.,i
These crackers are suprisingly good.,i
They don't taste like regular spicy cheezits as they are far crunchier due to being baked with masa corn flour.,i
This gives them a similar feel and taste to a tortilla chip but the Zingz have a much fuller body.,i
We ate a whole box on a trip to the beach.The chipotle flavor is not overpowering either.,i
I like spicy things and this cracker has just enough combination of cheesy and spicy.,i
My youngest son is not a big fan of spicy foods but he loved the Zingz.I have tried them with cream cheese dips and with queso dips and they were a nice match.,i
will buy them again and again for car trips tail gates and snacks.,e
First: we are cheezit fans.,e
My go to comfort food when I've had a bad day,e
Yes I could stand to lose a few pounds.,e
We like many of the new varieties of Cheezit.We quite liked these.,i
They are zesty.,i
They are spicy but not too spicy.,i
Good cheese flavour and good flavour of the pepper.,i
They are slightly less salty than cheezits and not as thick.,i
So they have a different mouth feel but it is all good.They are better than the Tobasco cheezits and are definitely worth a try if you are hunting for a zingy snack cracker.,i
I tried both the original and white cheddar versions of these cheezits and I preferred the white cheddar.,i
The original flavor was a little bland but the white cheddar had a good taste.,i
The strange thing about this size package is that it is too big to be a single serving but not really big enough to serve as more than 2 or 3 snacks.,e
It seems like a waste of packaging to make little containers that are too big to act as a single serving but not big enough to last very long.,e
Why not just buy a regular sized box and pour some into a small container if you want to pack them in a lunch or as an onthego snack?,e
These have the typical cheezit flavor.,i
However the best part about them was the size.,e
I could easily toss one into my daughter's school lunch for a snac.,e
There isn't much to say about the crackers they are the cheezit crackers we all love.,i
The packaging is the marketing item here the idea is a resealable lid that makes these convenient to throw in the cupholder of your car tractor desk airplane submarine bike stationary bike motorcycle unicycle train lawnmower flying piano flying carpet or hangglider.,e
This works well but the price is the only reason this gets three stars.,e
A box of cheezit crackers at the store is 13.7 oz for a couple dollars but the ten pack of cups is 22oz at 10 I have to hold recommendation and say get a tupperware cup and a box to get your salt fix.,e
Great idea but hard to see it being practical unless your kids can't do without.,e
Your typical cheezit packaged in a travel cup.,e
I was pretty unimpressed with these cups of crackers.They are fine as in the same crackers you would buy in a big box but they are nicely packaged in a cup with a lid on it.,e
I can see parents onthego using these at times maybe from a convenience store but I can't see buying them in bulk.I think I will stick with a big box and refill a cup that can be washed or a bag instead of creating tons of trash and spending extra money to pay for the special packaging.,e
My family and I love cheezits.,e
And chances are if you're looking at this product you already know you do too.,e
But I didn't like these  They had a weird unexpected taste kind of like when you have a snack sit too long in a sandwich bag and it absorbs the taste of the bag.,i
I'm not sure what part of the packaging it is but it's totally absorbing the flavoring of the packaging.,e
And honestly who wants to eat wouldbe delicious cheese crackers that taste like the plastic/cardboard they're packaged in? Cheezits are awesome and an onthego cup that is less likely to get all smashed up like the snack bags would be really nice.,e
But clearly they need to fix something  It makes me nervous to think what the crackers are absorbing that gives them such an awful taste.,e
I don't want to eat thatPlease try again Sunshine  Normally your products are awesome  In the mean time I'm going to stick with the regular boxes.,e
yummy bite size cheezits in a travel container.,e
each container comes with a lid so its portable even after you open it.,e
Great for long car rides.,e
I love CheezIt Cracker Cups I hate reaching into a bag when having a snack.,e
I always pour my popcorn into a bowl because of this.,e
That makes this cup a very convenient item for meIt's a nice size but a bit too big for one serving.,e
What do you do with the rest?,e
Share with a friend of course Easy to take along.,e
It holds up well but don't expect to put it in a backpack with a laptop or heavy books without the container getting smashed.,e
If you love cheezits you'll love it in a cup,e
I love cheezits but this just seems like incredibly wasteful and useless packaging.,e
It holds about two servings and the cuplike shape means it doesn't easily fit anywhere convenient like a purse or drawer.,e
I like that it has a lid but I can't find anything better to say about it than that.,e
I really like the taste of white cheddar cheezits.,i
It is mellow and not as harsh at the orginal flavor.,i
I really like that they now come in these cups.,e
I can toss it in my backpack without fear of it getting crushed like the cardboard boxes.,e
I have dropped .80 on a bag of cheezits half the size of this in the vending machine at work rarely...so this is about the same as buying the product from a vending machine only you store it at home.,e
You get twice as much for twice the price.,e
Or you could be smart and get five times as much for a quarter the price by buying a box.,e
Baggies are .0025 a piece...so save some dough and buy a box.Cheezits are yummy don't waste your money on this cup unless you are storing your togo cheezits where they will be whacked around a lot.,e
I am not the best of granola bar connoisseur' ..,e
I tried this with coffee this morning.,i
My first reaction was is it stale?,i
but I think that is the intended texture and consistency as the package was well sealed.,e
I get it a lot of granola bars are chewy but this seemed a little stale somehow.,i
I guess it's not dissimilar to rice krispies treats et al.The peanut butter and chocolate taste is not at all overwhelming which is nice.,i
Mostly you taste the grains and maybe a bit of honey.,i
My bar came almost completely crumbled so I had to eat it like popcorn as opposed to a bar.,e
Not a bad thing but it will get messy.,e
There were crumbs.Truthfully it's not so bad.,e
I don't think I would willingly purchase it unless price became a good incentive.,e
But I finished it with breakfast for breakfast and I nodded approvingly.,i
We decided to try these to see if it would help simplify breakfast in the mornings.,e
Getting 3 young kids off to can become hectic especially when everyone is indecisive about what they are going to eat.,e
These cereal pouches seemed to be a new take on the minibox variety pack from my youth.The huge advantage of this new set is no crappy ones raisin bran special k etc.,e
Those were always the last ones to be eaten.... if ever.,i
Instead we get krave which my wife and I agreed seems more like a snack vs a breakfast.On the other hand the downside that we had is that the kids treated them all like snacks.,e
In 3 days they were all gone.,e
I honestly wanted to get upset but I am sure I did the same thing at that age.,e
Obviously the biggest flaw to these  is the price.,e
If you need the convenience then price shouldn't be an issue.,e
But if the package size doesn't matter you get a lot more for your money buying full boxes.Ultimately my recommendation is to buy these only if you really need small portable servings.,e
I really enjoyed these cereals.,i
Just the right size snacks for the kids.,e
Good price great quality.,e
I just wasn't so impressed with the chocolate krave but love the apple jacks and fruit loops.,e
This 20 pack of 5 different cereals is great on the go when you're having hunger pangs and need to wait it out a little longer for whatever reason or to give to children.,e
For an adult 1 pouch is enough to satisfy a craving but not enough to keep you full.,e
As a 118 pound female I needed 2 pouches with milk to feel full.Most of us have already eaten fruit loops apple jacks and corn pops so a review of those individual flavors are not really needed.,e
If you have never eaten Krave I haven't before the pouches came along and you are a big fan of chocolate then the double chocolate Krave is the best of the two and will have you coming back for more.Because the pouches take up a lot of space its hard to organize them since you can't stack them like you do with boxes.,e
So my resolve is to put it in a grocery bag and just grab and go as needed.,e
Quite a few years ago we went with microwave popcorn as our popcorn of choice.,e
It tastes good and is oh so easy.,i
So it was rather on a lark that I picked up some of Kernel Season's Popping Corn.We cooked up the popcorn in a pan the old fashioned way and the young ones who had never actually seen corn pop were quite entertained watching it happen.,e
That brought back memories of my own childhood The corn popped up quite nicely with very few unpopped kernels left in the pan.,e
Yeah I think that this is a very good popping corn.,e
If you want to pop corn the old fashioned way then don't cheap out and get crappy popping corn get Kernel Season's Popping CornLet me make a recommendation here: a real good taste combination is this popping corn andSan Francisco Salt Company's Cherrywood Smoked Sea Salt.,e
Try itReview of Kernel Season's Popping Corn,e
This corn pops into really nice freshtasting puffs.,e
Rather than using oil in a pan or an air popper we used a paper bag in the microwave.,e
The results are just as easy to achieve as with the prepackaged microwave stuff ,e
The proportion of unpopped kernels was very small.,e
The packaging is convenient too.,e
This oil can be used to add a buttery flavor to previously popped popcorn like from a microwave popcorn packet.But you can use the real thing butter which I guarantee tastes like butter.This blend of soybean sunflower and canola oil is NOT low fat 14 g fat per 1 tsp serving 2g of that is saturated fat.,i
It does not contain a measurable source of protein even though the main ingrediant is soybeans or oil made from soybeans.So the best use is to put this in a traditional corn popper along with unpopped popping corn.,i
In this application butter will burn before the corn pops This Kernal Seasons Movie Theater Butter oil will not burn unless you apply excessive heat.And yes after the corn is popped it will have a residual flavor similar to butter.,i
I am a white cheddar lover always pick white cheddar mac and cheese  white cheddar cheezit crackers always always alwaysWell you know what it the absolute best about this sprinkle on white cheddar seasoning besides the explosion of wonderful white cheddar taste  ......,i
I can put on as much as I want  ever get your nacho chips or ranch chips with not quit enough cheese.... Kernels Seasons carries nacho and ranch as well as 34;my34; white cheddar never again will you be disappointed with not enough of that wonderful tangy flavor  this is a cheese lovers dream come true.,i
